0.42463592,0.4728616 ,0.5478701 
0.47450018,0.43270335,0.5567929 
0.42737243,0.4723442 ,0.54671264
0.45349348,0.45242578,0.540806  
0.48641956,0.44029602,0.47995996
0.4718757,0.4359853,0.5701331
0.44573775,0.43975744,0.5393544 
0.44516173,0.43997946,0.5421927 
0.46984822,0.46663147,0.53016603
0.48394924,0.4273791 ,0.5620535 
0.44738698,0.44280276,0.54460406
0.45199472,0.4467514 ,0.5371783 
0.47339016,0.464555  ,0.52482045
0.42539537,0.45826676,0.54616517
0.4677259 ,0.49727708,0.56521153
0.4672288,0.5030683,0.5717509
0.4697518 ,0.46980336,0.55040336
0.4262396,0.476414 ,0.5474429
0.46489787,0.4983201 ,0.56644106
0.46355173,0.4860243 ,0.560857  
0.47711796,0.4553183 ,0.57255125
0.4298283 ,0.48153156,0.5491655 
0.48500615,0.42749214,0.5592074 
0.43103597,0.4760599 ,0.5479921 
0.44349965,0.4385616 ,0.5399501 
0.47212598,0.43574193,0.48057193
0.48578498,0.42976928,0.56217945
0.4234341,0.4667089,0.5486691
0.4512071 ,0.4460191 ,0.53730625
0.47385523,0.46788338,0.5208065 
0.4696139 ,0.44578597,0.56760985
0.4481852,0.4442458,0.5367614
0.44394425,0.43794468,0.53776395
0.47135553,0.46859407,0.5295737 
0.4833534 ,0.43025783,0.5629595 
0.46121997,0.4866403 ,0.55780995
0.46392283,0.48899502,0.55542654
0.47131673,0.474211  ,0.5555476 
0.4292715 ,0.47485554,0.5517176 
0.47354066,0.5029582 ,0.56461626
0.46662515,0.5075391 ,0.5551948 
0.4616091 ,0.46195796,0.5419763 
0.4360289 ,0.48669687,0.55503285
0.4895666 ,0.42300552,0.5523108 
0.42607027,0.4749716 ,0.54760575
0.44492048,0.4408982 ,0.537771  
0.46574718,0.44067731,0.48919156
0.47802553,0.43116152,0.5563071 
0.43698943,0.48434123,0.5519215 
0.45584533,0.44735125,0.5335221 
0.47451547,0.46527642,0.5267108 
0.48574695,0.42767262,0.549725  
0.4503794 ,0.44527712,0.53753275
0.44279042,0.4340633 ,0.54710764
0.4716352 ,0.46377698,0.52738774
0.48549354,0.42249033,0.5566109 
0.44442824,0.44025198,0.5392834 
0.47055095,0.49985352,0.565811  
0.46455947,0.4652499 ,0.5440153 
0.4430338 ,0.47944108,0.55222005
0.45940462,0.49884146,0.56379056
0.46945602,0.50424594,0.5771012 
0.45944706,0.4656541 ,0.54229057
0.47765377,0.44453782,0.49205226
0.47360516,0.5161484 ,0.57052183
0.4447811,0.4727441,0.5500497
0.44828057,0.442344  ,0.53592837
0.4812781 ,0.43018895,0.47454065
0.47046536,0.43181735,0.5668105 
0.4333889 ,0.48201045,0.54997396
0.44760337,0.44631946,0.5357797 
0.48002017,0.43780833,0.48521227
0.49060318,0.42252573,0.55066705
0.44906712,0.44021118,0.5344622 
0.4500615 ,0.44086537,0.5378635 
0.4779436 ,0.4667505 ,0.52861905
0.48132923,0.43134892,0.5549979 
0.44761693,0.44379503,0.5375017 
0.44771114,0.44535193,0.5408429 
0.47266176,0.46485862,0.5292635 
