0.01964,0.     ,0.01876
2.3987e-01,1.0000e-04,1.9566e-01
0.05876,0.     ,0.05207
0.93065,0.0438 ,0.04112
0.5957 ,0.28516,0.32715
2.5529e-01,1.4000e-04,1.8632e-01
0.92627,0.00146,0.01902
0.96029,0.00107,0.00761
0.61747,0.01019,0.13874
2.8437e-01,2.5000e-04,1.9346e-01
0.96348,0.00169,0.00695
0.91631,0.01195,0.03843
0.61688,0.01216,0.14426
0.01339,0.     ,0.03413
0.87146,0.75024,0.09927
0.89175,0.80454,0.0781 
0.37931,0.     ,0.01982
0.02095,0.     ,0.01904
0.84528,0.77613,0.08235
0.79889,0.72628,0.05729
0.96898,0.36478,0.04083
0.07784,0.     ,0.03253
2.2842e-01,7.0000e-05,1.9173e-01
0.02843,0.     ,0.02596
0.94369,0.00101,0.00913
0.60612,0.26107,0.30692
2.5274e-01,1.2000e-04,1.8853e-01
0.0179 ,0.     ,0.03033
0.92583,0.00806,0.02584
0.54847,0.01217,0.1657 
0.29804,0.00058,0.20538
0.91574,0.00191,0.0184 
9.337e-01,3.900e-04,9.950e-03
0.61038,0.00822,0.14019
2.6134e-01,1.6000e-04,1.9349e-01
0.8019 ,0.73077,0.0723 
0.77007,0.70418,0.08202
0.43456,0.     ,0.01308
0.01689,0.     ,0.01571
0.88325,0.79075,0.08607
0.79984,0.72574,0.13398
0.3399 ,0.     ,0.02048
0.03141,0.     ,0.01272
2.3260e-01,7.0000e-05,1.8784e-01
0.01647,0.     ,0.01675
9.4523e-01,6.7000e-04,8.5100e-03
0.59278,0.22802,0.3039 
2.5027e-01,1.5000e-04,2.0122e-01
0.03208,0.     ,0.0085 
0.90265,0.03878,0.06231
0.59723,0.01242,0.15375
2.7808e-01,2.2000e-04,2.0499e-01
0.88839,0.00508,0.04283
9.6769e-01,5.5000e-04,4.6400e-03
0.60224,0.0068 ,0.13966
2.1694e-01,4.0000e-05,1.7781e-01
0.94468,0.00099,0.00891
0.86255,0.78694,0.0893 
0.42528,0.     ,0.02597
0.00905,0.     ,0.00551
0.84037,0.73352,0.09657
0.9286 ,0.81083,0.08044
0.37361,0.     ,0.0297 
0.59199,0.26068,0.31903
0.92218,0.77973,0.12275
0.00296,0.     ,0.00265
0.93241,0.00395,0.02254
0.59262,0.26881,0.33776
0.28639,0.00033,0.20464
0.03851,0.     ,0.01934
0.93823,0.00126,0.00968
0.59449,0.27451,0.32611
2.4663e-01,9.0000e-05,1.8994e-01
8.909e-01,6.400e-04,2.142e-02
0.91518,0.00406,0.03218
0.61573,0.00579,0.12733
2.7333e-01,1.9000e-04,1.9646e-01
0.93359,0.00597,0.02486
0.95828,0.00096,0.00596
0.61011,0.01116,0.14717
0.00292,0.     ,0.00501
0.89835,0.75985,0.09513
0.82503,0.72648,0.0541 
0.01125,0.     ,0.01177
0.60213,0.268  ,0.32605
0.81509,0.73778,0.10172
0.01209,0.     ,0.01036
0.90116,0.00518,0.03579
0.58468,0.26905,0.3356 
0.31414,0.00047,0.20124
0.01606,0.     ,0.01121
0.92634,0.01159,0.02868
0.59692,0.26046,0.33205
2.5038e-01,1.1000e-04,1.7999e-01
