0.02655,0.18434,0.60853
0.21843,0.03953,0.48745
0.05439,0.17887,0.58171
0.16165,0.38438,0.94426
0.17562,0.52547,0.5859 
0.23166,0.04329,0.51698
0.09951,0.35642,0.92602
0.08813,0.37366,0.96887
0.24746,0.31544,0.70605
0.22514,0.07716,0.50391
0.08833,0.38895,0.98026
0.12685,0.40426,0.92233
0.24517,0.31048,0.69892
0.02995,0.20775,0.5777 
0.49556,0.29183,0.94026
0.5267 ,0.28024,0.94584
0.21928,0.01413,0.86688
0.0273 ,0.19667,0.60773
0.49667,0.3001 ,0.93175
0.44835,0.29573,0.93571
0.24846,0.66391,0.98437
0.05488,0.17787,0.63847
0.22931,0.03265,0.48233
0.03215,0.17771,0.6002 
0.0931 ,0.37251,0.95226
0.13524,0.53782,0.59639
0.21948,0.04861,0.50222
0.03061,0.17919,0.58815
0.13568,0.38987,0.93844
0.26972,0.32447,0.70748
0.25891,0.05951,0.54544
0.11681,0.35061,0.92314
0.08435,0.34611,0.93777
0.24824,0.31207,0.70553
0.22313,0.04197,0.49774
0.45252,0.29693,0.93129
0.44951,0.3133 ,0.91377
0.16629,0.03182,0.86629
0.02296,0.18302,0.61277
0.5327 ,0.30103,0.93891
0.47418,0.35869,0.90508
0.19578,0.01693,0.84379
0.02574,0.15756,0.63219
0.20411,0.04431,0.47628
0.02429,0.19269,0.6092 
0.08815,0.3608 ,0.94991
0.11105,0.5251 ,0.61322
0.21677,0.04925,0.49941
0.02561,0.13877,0.64732
0.14615,0.41601,0.92029
0.25541,0.3251 ,0.6985 
0.2138 ,0.08091,0.49018
0.11983,0.37002,0.90425
0.0731 ,0.37397,0.97472
0.25597,0.29641,0.70093
0.20787,0.04466,0.48453
0.09315,0.37023,0.9527 
0.50014,0.30702,0.93287
0.20608,0.01953,0.83729
0.01797,0.15941,0.63192
0.48223,0.29255,0.9254 
0.5506 ,0.26059,0.95922
0.2123 ,0.01619,0.8427 
0.13903,0.51433,0.60961
0.56059,0.29592,0.94305
0.01241,0.16248,0.63116
0.10183,0.40915,0.94001
0.13842,0.53326,0.58088
0.2137 ,0.07039,0.52812
0.03496,0.17098,0.63434
0.09574,0.40657,0.95983
0.13704,0.5325 ,0.59898
0.21128,0.05964,0.47784
0.09278,0.35123,0.90872
0.11573,0.37651,0.92194
0.2612 ,0.2955 ,0.68594
0.21794,0.06236,0.49224
0.1091 ,0.4118 ,0.93825
0.08856,0.38939,0.97598
0.25379,0.31629,0.69607
0.01503,0.17885,0.62143
0.53844,0.2811 ,0.94202
0.44112,0.2675 ,0.95017
0.02203,0.1744 ,0.61753
0.12215,0.51808,0.58656
0.47557,0.30441,0.92036
0.02084,0.18698,0.62124
0.11406,0.40124,0.91283
0.15655,0.52822,0.57804
0.2207 ,0.0893 ,0.50926
0.02261,0.19948,0.6173 
0.11859,0.43169,0.9499 
0.12944,0.52486,0.5553 
0.22163,0.05437,0.50995
0.08333,0.37129,0.92824
0.0983 ,0.37664,0.9274 
0.25086,0.33032,0.7095 
